RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,LateralForce,Index
25,12,0,-100.88,7.066,449.41,-240.57,7652
25,12,0,-92.62,7.229,449.45,-227.46,7656
25,12,0,-95.22,7.301,449.47,-236.33,7658
25,12,0,-97.98,7.348,449.48,-242.42,7659
25,12,0,-100.94,7.391,449.49,-247.28,7660
25,12,0,-103.15,7.466,449.51,-250.38,7662
25,12,0,-99.94,7.546,449.53,-241.82,7664
25,12,-0,-97.17,7.584,449.54,-235.71,7665
25,12,0,-94.51,7.627,449.55,-231.52,7666
25,12,0,-92.42,7.666,449.56,-230.4,7667
25,12,0,-93.89,7.712,449.57,-233.36,7668
25,12,0,-94.9,7.742,449.58,-238.36,7669
25,12,0,-102.37,7.862,449.61,-253.48,7672
25,12,-0,-103.62,7.899,449.62,-255.17,7673
25,12,-0,-103.68,7.941,449.63,-253.14,7674
25,12,0,-98.71,8.031,449.65,-241.77,7676
25,12,0,-95.51,8.07,449.66,-236.54,7677
25,12,0,-94.93,8.177,449.69,-239.28,7680
25,12,0,-96.43,8.216,449.7,-245.19,7681
25,12,0,-99.08,8.273,449.71,-250.35,7682
25,12,0,-101.73,8.31,449.72,-254.57,7683
25,12,0,-103.02,8.355,449.73,-257.35,7684
25,12,0,-100.96,8.475,449.76,-248.51,7687
25,12,-0,-93.52,8.588,449.79,-237.07,7690
25,12,0,-93.47,8.62,449.8,-239.14,7691
25,12,0,-95.08,8.661,449.81,-243.62,7692
25,12,0,-103.8,8.82,449.85,-259.53,7696
25,12,0,-104.02,8.86,449.86,-258.11,7697
25,12,0,-102.31,8.91,449.87,-253.62,7698
25,12,0,-99.4,8.947,449.88,-247.71,7699
25,12,0,-93.63,9.056,449.91,-240.82,7702
25,12,0,-94.54,9.092,449.92,-244.09,7703
25,12,0,-96.02,9.128,449.93,-249.37,7704
25,12,0,-100.77,9.23,449.95,-258.12,7706
25,12,0,-102.81,9.27,449.96,-261.25,7707
25,12,0,-104.05,9.297,449.97,-261.38,7708
25,12,0,-98.83,9.426,450,-247.06,7711
25,12,0,-94.48,9.504,450.02,-241.46,7713
25,12,0,-94.13,9.55,450.03,-243.61,7714
25,12,0,-94.98,9.579,450.04,-247.8,7715
25,12,0,-97.69,9.629,450.05,-252.96,7716
25,12,0,-104.19,9.742,450.08,-262.95,7719
25,12,-0,-103.84,9.775,450.09,-261.68,7720
25,12,0,-103.25,9.825,450.1,-257.02,7721
25,12,0,-100.42,9.86,450.11,-251.14,7722
25,12,0,-97.65,9.904,450.12,-245.35,7723
25,12,0,-95.48,9.933,450.13,-242.37,7724
25,12,0,-95,10.024,450.15,-246.26,7726
25,12,0,-96.31,10.061,450.16,-251.4,7727
25,12,0,-101.34,10.139,450.18,-260.16,7729
25,12,0,-104.75,10.212,450.2,-262.93,7731
25,12,0,-99.06,10.321,450.23,-248.92,7734
25,12,0,-96.5,10.372,450.24,-244.73,7735
25,12,0,-95.54,10.5,450.27,-249.08,7738
25,12,-0,-97.04,10.533,450.28,-254.01,7739
25,12,-0,-103.12,10.666,450.31,-263.22,7742
25,12,0,-103.49,10.752,450.33,-258.44,7744
25,12,0,-101.54,10.785,450.34,-252.98,7745
25,12,0,-98.09,10.82,450.35,-247.37,7746
25,12,0,-94.69,10.943,450.38,-246.1,7749
25,12,0,-100.21,11.061,450.41,-258.39,7752
25,12,0,-102.5,11.107,450.42,-261.39,7753
25,12,0,-103.94,11.151,450.43,-262.81,7754
25,12,0,-97.83,11.31,450.47,-245.5,7758
25,12,0,-94.4,11.38,450.49,-243.59,7760
25,12,0,-96.41,11.47,450.51,-252.34,7762
25,12,0,-104.57,11.625,450.55,-263.42,7766
25,12,0,-102.68,11.687,450.57,-255,7768
25,12,0,-100.3,11.722,450.58,-249.07,7769
25,12,0,-95.98,11.781,450.61,-246.71,7772
25,12,0,-96.22,11.793,450.62,-251.7,7773
25,12,0,-99.35,11.815,450.64,-261.37,7775
25,12,0,-101.5,11.808,450.65,-263.85,7776
25,12,0,-100.42,12.222,450.7,-251.87,7780
25,12,0,-97.67,12.206,450.71,-248.73,7781
25,12,0,-96.63,12.203,450.72,-248.28,7782
25,12,0,-96.31,12.206,450.73,-250.6,7783
25,12,0,-97.76,12.189,450.74,-254.36,7784
25,12,0,-106.44,12.176,450.79,-265.28,7789
25,12,0,-104.97,12.157,450.8,-261.55,7790
25,12,0,-99.48,12.17,450.82,-250.95,7792
25,12,0,-97.13,12.154,450.83,-247.83,7793
25,12,-0,-98.43,12.118,450.86,-254.31,7796
25,12,0,-99.87,12.1,450.87,-258.26,7797
25,12,0,-103.14,12.063,450.88,-261.23,7798
25,12,0,-104.8,12.045,450.89,-263.7,7799
25,12,0,-96.97,11.779,450.95,-246.89,7805
25,12,0,-96,11.732,450.96,-247.16,7806
25,12,0,-96.28,11.686,450.97,-250.15,7807
25,12,0,-98.17,11.634,450.98,-253.71,7808
25,12,0,-100.98,11.583,450.99,-257.78,7809
25,12,0,-106.29,11.463,451.02,-264.99,7812
25,12,-0,-103.25,11.38,451.04,-256.71,7814
25,12,0,-100.3,11.342,451.05,-250.65,7815
25,12,0,-102.2,11.146,451.11,-260.12,7821
25,12,0,-104.21,11.108,451.12,-264.34,7822
25,12,0,-105.64,11.083,451.13,-266.21,7823
25,12,0,-105.84,11.049,451.14,-264.21,7824
25,12,0,-103.82,10.999,451.15,-259.68,7825
25,12,0,-95.05,10.847,451.19,-244.68,7829
25,12,0,-95.75,10.798,451.2,-248.25,7830
25,12,0,-98.1,10.765,451.21,-253.1,7831
25,12,0,-101.09,10.711,451.22,-258.41,7832
25,12,0,-103.11,10.668,451.23,-262.63,7833
25,12,0,-105.38,10.626,451.24,-265.47,7834
25,12,0,-102.92,10.505,451.27,-255.47,7837
25,12,0,-100.3,10.45,451.28,-249.4,7838
25,12,0,-97.1,10.41,451.29,-245.01,7839
25,12,0,-96.26,10.372,451.3,-243.96,7840
25,12,0,-95.88,10.33,451.31,-246.26,7841
25,12,0,-104.91,10.184,451.35,-263.26,7845
25,12,0,-105.97,10.148,451.36,-264.21,7846
25,12,0,-104.89,10.087,451.38,-257.67,7848
25,12,0,-101.06,10.044,451.39,-252.2,7849
25,12,0,-96.6,9.892,451.43,-248.43,7853
25,12,0,-97.83,9.839,451.44,-252.84,7854
25,12,0,-100.55,9.809,451.45,-256.86,7855
25,12,-0,-102.35,9.754,451.46,-259.65,7856
25,12,0,-104.68,9.71,451.47,-261.84,7857
25,12,-0,-101.55,9.533,451.51,-250.15,7861
25,12,0,-98.06,9.5,451.52,-246.28,7862
25,12,0,-96.77,9.458,451.53,-244.55,7863
25,12,0,-97.15,9.375,451.55,-248.77,7865
25,12,0,-105.32,9.232,451.59,-261.86,7869
25,12,0,-105.08,9.159,451.61,-258.73,7871
25,12,0,-103.1,9.112,451.62,-253.79,7872
25,12,0,-100.45,9.093,451.63,-248.64,7873
25,12,0,-100.43,8.884,451.68,-253.29,7878
25,12,0,-105.1,8.789,451.7,-259.73,7880
25,12,0,-106.36,8.759,451.71,-260.61,7881
25,12,0,-106.79,8.715,451.72,-259.21,7882
25,12,-0,-105.04,8.668,451.73,-255.16,7883
25,12,-0,-102.16,8.632,451.74,-249.86,7884
25,12,0,-99.01,8.587,451.75,-245.04,7885
25,12,0,-96.74,8.506,451.77,-242.38,7887
25,12,0,-97.9,8.461,451.78,-244.71,7888
25,12,-0,-99.05,8.43,451.79,-248.45,7889
25,12,0,-102.05,8.386,451.8,-252.71,7890
25,12,0,-107.48,8.271,451.83,-258.76,7893
25,12,0,-106.23,8.232,451.84,-256.27,7894
25,12,0,-103.7,8.197,451.85,-250.96,7895
25,12,0,-101.05,8.165,451.86,-245.21,7896
25,12,0,-98.5,8.128,451.87,-240.85,7897
25,12,0,-103.39,7.933,451.92,-251.77,7902
25,12,0,-105.43,7.886,451.93,-254.74,7903
25,12,0,-106.87,7.799,451.95,-254.89,7905
25,12,0,-105.13,7.756,451.96,-250.85,7906
25,12,0,-97.62,7.637,451.99,-236.97,7909
25,12,0,-96.9,7.584,452,-236.64,7910
25,12,-0,-97.55,7.554,452.01,-238.96,7911
25,12,0,-101.68,7.466,452.03,-246.48,7913
25,12,0,-104.01,7.433,452.04,-250.07,7914
25,12,0,-107.35,7.349,452.06,-252.58,7916
25,12,-0,-106.21,7.303,452.07,-250.21,7917
25,12,0,-103.88,7.273,452.08,-245.41,7918
25,12,0,-100.96,7.237,452.09,-239.97,7919
25,12,-0,-98.57,7.191,452.1,-235.56,7920
25,12,0,-100.41,7.034,452.14,-241.02,7924
25,12,0,-102.25,7.005,452.15,-244.62,7925
25,12,0,-104.97,6.957,452.16,-247.74,7926
25,12,0,-106.25,6.924,452.17,-249.49,7927
25,12,0,-106.94,6.875,452.18,-248.86,7928
25,12,0,-105.82,6.835,452.19,-245.1,7929
25,12,0,-97.61,6.725,452.22,-230.91,7932
25,12,0,-96.86,6.672,452.23,-230.44,7933
25,12,0,-101.44,6.56,452.26,-239.03,7936
25,12,0,-103.56,6.526,452.27,-242.5,7937
25,12,0,-106.76,6.443,452.29,-245.15,7939
25,12,0,-103.63,6.354,452.31,-237.63,7941
25,12,0,-100.78,6.314,452.32,-231.87,7942
25,12,0,-97.52,6.282,452.33,-227.67,7943
25,12,0,-96.04,6.242,452.34,-225.31,7944
25,12,0,-96.65,6.202,452.35,-226.27,7945
25,12,0,-97.44,6.158,452.36,-229.11,7946
25,12,0,-99.59,6.119,452.37,-232.96,7947
25,12,0,-102.85,6.085,452.38,-236.56,7948
25,12,0,-105.04,6.03,452.39,-239.67,7949
25,12,0,-106.83,5.961,452.41,-239.86,7951
25,12,0,-104.77,5.931,452.42,-236.26,7952
25,12,0,-97.18,5.804,452.45,-223.15,7955
25,12,0,-96.47,5.767,452.46,-222.52,7956
25,12,0,-96.67,5.721,452.47,-223.94,7957
25,12,0,-98.99,5.672,452.48,-226.92,7958
25,12,0,-103.5,5.591,452.5,-232.74,7960
25,12,0,-103.73,5.433,452.54,-227.7,7964
25,12,0,-100.92,5.402,452.55,-223.08,7965
25,12,0,-97.83,5.359,452.56,-219.29,7966
25,12,0,-100.12,5.188,452.6,-221.95,7970
25,12,0,-104.7,5.121,452.62,-226.65,7972
25,12,-0,-106.37,5.089,452.63,-227.41,7973
25,12,0,-106.22,5.042,452.64,-226.98,7974
25,12,0,-104.4,5.011,452.65,-224.02,7975
25,12,0,-96.5,4.886,452.68,-212.44,7978
25,12,-0,-95.91,4.83,452.69,-211.04,7979
25,12,0,-96.59,4.8,452.7,-211.24,7980
25,12,0,-98.19,4.756,452.71,-213.29,7981
25,12,0,-100.95,4.722,452.72,-215.61,7982
25,12,0,-105,4.558,452.76,-218.43,7986
25,12,0,-99.11,4.485,452.78,-210.3,7988
25,12,0,-96.89,4.455,452.79,-206.1,7989
25,12,0,-102.49,4.255,452.84,-207.42,7994
25,12,0,-104.4,4.212,452.85,-209.6,7995
25,12,0,-105.85,4.172,452.86,-210.71,7996
25,12,0,-105.52,4.139,452.87,-209.9,7997
25,12,0,-104.25,4.102,452.88,-206.8,7998
25,12,-0,-95.33,3.931,452.92,-192.88,8002
25,12,0,-95.99,3.894,452.93,-192.75,8003
25,12,0,-98.4,3.85,452.94,-194.19,8004
25,12,-0,-101.34,3.809,452.95,-195.89,8005
25,12,-0,-103.55,3.759,452.96,-197.78,8006
25,12,0,-105.36,3.728,452.97,-198.89,8007
25,12,0,-101.91,3.595,453,-192.83,8010
25,12,0,-96.68,3.519,453.02,-184.42,8012
25,12,0,-94.78,3.477,453.03,-181.42,8013
25,12,0,-95.97,3.429,453.04,-180.69,8014
25,12,0,-97.81,3.39,453.05,-181.45,8015
25,12,0,-102.62,3.311,453.07,-184.32,8017
25,12,0,-104.93,3.28,453.08,-185.55,8018
25,12,0,-105.62,3.234,453.09,-185.12,8019
25,12,0,-105.11,3.202,453.1,-183.83,8020
25,12,0,-102.89,3.165,453.11,-180.59,8021
25,12,-0,-94.61,3.018,453.15,-167.29,8025
25,12,0,-96.32,2.968,453.16,-167.16,8026
25,12,0,-98.58,2.947,453.17,-167.98,8027
25,12,0,-101.07,2.913,453.18,-168.49,8028
25,12,0,-103.06,2.86,453.19,-169.26,8029
25,12,0,-105.43,2.829,453.2,-169.78,8030
25,12,0,-96.03,2.62,453.25,-155.69,8035
25,12,0,-95.67,2.531,453.27,-151.81,8037
25,12,0,-97.42,2.481,453.28,-151.54,8038
25,12,0,-104.22,2.345,453.31,-151.15,8041
25,12,0,-105.51,2.302,453.32,-150.19,8042
25,12,0,-104.48,2.25,453.33,-148.49,8043
25,12,0,-102.18,2.224,453.34,-145.51,8044
25,12,0,-95.43,2.074,453.38,-132.73,8048
25,12,0,-95.92,2.041,453.39,-131.68,8049
25,12,0,-98.74,2,453.4,-131.25,8050
25,12,0,-100.46,1.965,453.41,-130.94,8051
25,12,0,-102.68,1.938,453.42,-130.64,8052
25,12,0,-97.08,1.749,453.47,-120.19,8057
25,12,0,-94.81,1.705,453.48,-117.07,8058
25,12,0,-94.91,1.659,453.49,-114.43,8059
25,12,0,-94.7,1.62,453.5,-112.87,8060
25,12,0,-103.68,1.415,453.55,-106.93,8065
25,12,-0,-102.29,1.358,453.56,-104.56,8066
25,12,0,-93.28,1.15,453.61,-88.38,8071
25,12,0,-98.13,1.023,453.64,-82.99,8074
25,12,0,-96.22,0.838,453.69,-70.73,8079
25,12,0,-93.5,0.798,453.7,-67.59,8080
25,12,0,-91.84,0.764,453.71,-64.37,8081
25,12,0,-91.4,0.717,453.72,-61.88,8082
25,12,0,-92.19,0.681,453.73,-59.22,8083
25,12,0,-98.64,0.498,453.78,-45.63,8088
25,12,0,-94.6,0.413,453.8,-38.59,8090
25,12,0,-90.33,0.191,453.86,-19.18,8096
25,12,0,-91.57,0.148,453.87,-15.48,8097
25,12,0,-88.7,-0.068,453.92,2.53,8102
25,12,-0,-86.02,-0.118,453.93,5.54,8103
25,12,0,-84.44,-0.194,453.95,12.77,8105
25,12,0,-85.22,-0.246,453.96,16.2,8106
25,12,-0,-96.49,-0.46,454.01,36.64,8111
25,12,0,-95.47,-0.503,454.02,40.01,8112
25,12,0,-91.13,-0.572,454.04,46.38,8114
25,12,0,-88.77,-0.618,454.05,50.61,8115
25,12,0,-92.78,-0.738,454.09,68.1,8119
25,12,0,-96.1,-0.774,454.1,71.8,8120
25,12,0,-98.81,-0.803,454.11,74.1,8121
25,12,0,-100.67,-0.833,454.12,76.42,8122
25,12,0,-100.35,-0.873,454.13,79.03,8123
25,12,0,-93.2,-1.14,454.19,100.35,8129
25,12,0,-95.65,-1.179,454.2,103.62,8130
25,12,0,-98.68,-1.235,454.21,106.22,8131
25,12,0,-102.16,-1.401,454.25,115.94,8135
25,12,0,-99.64,-1.458,454.26,119.38,8136
25,12,0,-97.6,-1.504,454.27,122.66,8137
25,12,0,-101.59,-1.722,454.33,137.2,8143
25,12,0,-103.4,-1.766,454.34,138.88,8144
25,12,0,-103.61,-1.803,454.35,140.6,8145
25,12,0,-102.31,-1.831,454.36,142.76,8146
25,12,0,-100.98,-1.865,454.37,144.98,8147
25,12,0,-97.33,-2.067,454.42,153.41,8152
25,12,0,-98.71,-2.098,454.43,154.16,8153
25,12,0,-100.72,-2.126,454.44,155.17,8154
25,12,0,-102.48,-2.176,454.45,156.86,8155
25,12,0,-96.26,-2.386,454.5,166.74,8160
25,12,0,-95.25,-2.435,454.51,168.16,8161
25,12,0,-95.12,-2.482,454.52,169.55,8162
25,12,0,-96.18,-2.522,454.53,170.46,8163
25,12,0,-97.11,-2.569,454.54,171.49,8164
25,12,0,-102.3,-2.721,454.58,178.75,8168
25,12,-0,-101,-2.764,454.59,180.66,8169
25,12,0,-98.94,-2.796,454.6,181.88,8170
25,12,0,-94.92,-2.862,454.62,183.5,8172
25,12,0,-95.92,-2.975,454.65,184.72,8175
25,12,0,-97.99,-3.009,454.66,185.46,8176
25,12,0,-99.91,-3.051,454.67,187.16,8177
25,12,0,-101.74,-3.109,454.68,189.32,8178
25,12,0,-102.03,-3.131,454.69,191.02,8179
25,12,0,-95.11,-3.304,454.73,194.18,8183
25,12,0,-94.03,-3.347,454.74,194.49,8184
25,12,0,-94.34,-3.397,454.75,195.27,8185
25,12,0,-95.07,-3.43,454.76,195.43,8186
25,12,0,-96.82,-3.479,454.77,196.81,8187
25,12,0,-99.05,-3.689,454.82,205.18,8192
25,12,0,-96.86,-3.716,454.83,204.58,8193
25,12,0,-95.09,-3.761,454.84,204.26,8194
25,12,0,-93.66,-3.797,454.85,204.08,8195
25,12,0,-93.53,-3.827,454.86,204.29,8196
25,12,0,-94.22,-3.861,454.87,204.56,8197
25,12,-0,-99.12,-3.974,454.9,209.83,8200
25,12,0,-100.43,-4.066,454.92,213.52,8202
25,12,0,-99.77,-4.099,454.93,213.4,8203
25,12,0,-98.07,-4.146,454.94,212.77,8204
25,12,0,-95.68,-4.18,454.95,211.56,8205
25,12,0,-94.26,-4.225,454.96,210.95,8206
25,12,-0,-93.67,-4.256,454.97,210.82,8207
25,12,-0,-93.54,-4.306,454.98,211.59,8208
25,12,0,-94.54,-4.351,454.99,212.43,8209
25,12,0,-96.29,-4.394,455,214.16,8210
25,12,0,-98.02,-4.442,455.01,216.03,8211
25,12,0,-99.99,-4.561,455.04,220.04,8214
25,12,0,-98.26,-4.594,455.05,219.14,8215
25,12,0,-93.79,-4.714,455.08,215.75,8218
25,12,-0,-93.66,-4.75,455.09,216.24,8219
25,12,0,-98.06,-4.905,455.13,223.01,8223
25,12,0,-99.33,-4.931,455.14,224.85,8224
25,12,0,-99.8,-4.972,455.15,224.98,8225
25,12,0,-98.8,-5.015,455.16,223.92,8226
25,12,0,-96.85,-5.057,455.17,221.77,8227
25,12,0,-92.95,-5.227,455.21,221.8,8231
25,12,0,-93.69,-5.258,455.22,223.5,8232
25,12,0,-94.99,-5.321,455.23,225.33,8233
25,12,0,-96.74,-5.353,455.24,227.2,8234
25,12,0,-98.51,-5.396,455.25,228.55,8235
25,12,0,-99.15,-5.447,455.26,228.57,8236
25,12,-0,-97.68,-5.529,455.28,225.66,8238
25,12,0,-95.74,-5.559,455.29,224.69,8239
25,12,0,-92.88,-5.636,455.31,223.98,8241
25,12,0,-91.77,-5.684,455.32,224.71,8242
25,12,0,-92.65,-5.725,455.33,225.97,8243
25,12,0,-97.84,-5.83,455.36,229.94,8246
25,12,0,-98.92,-5.87,455.37,230.75,8247
25,12,0,-97.82,-5.941,455.39,228.91,8249
25,12,-0,-96.21,-5.992,455.4,227.23,8250
25,12,0,-93.31,-6.012,455.41,226.63,8251
25,12,0,-93.33,-6.179,455.45,228.92,8255
25,12,0,-94.76,-6.219,455.46,229.7,8256
25,12,0,-96.8,-6.266,455.47,231.36,8257
25,12,0,-97.83,-6.297,455.48,232.58,8258
25,12,0,-98.56,-6.387,455.5,232.15,8260
25,12,0,-96.63,-6.434,455.51,230.62,8261
25,12,0,-94.86,-6.471,455.52,229.7,8262
25,12,0,-93.79,-6.514,455.53,229.12,8263
25,12,0,-92,-6.55,455.54,229.23,8264
25,12,0,-92,-6.593,455.55,229.71,8265
25,12,0,-92.68,-6.636,455.56,230.6,8266
25,12,-0,-94.89,-6.672,455.57,232.03,8267
25,12,0,-98.17,-6.755,455.59,235.69,8269
25,12,0,-98.86,-6.788,455.6,236.61,8270
25,12,-0,-98.66,-6.826,455.61,236.5,8271
25,12,0,-96.08,-6.901,455.63,232.48,8273
25,12,0,-92.44,-7.055,455.67,231.89,8277
25,12,0,-93.54,-7.091,455.68,233.57,8278
25,12,0,-96.75,-7.187,455.7,237.72,8280
25,12,0,-98.08,-7.221,455.71,239.21,8281
25,12,0,-95.72,-7.393,455.75,234.65,8285
25,12,0,-94.42,-7.431,455.76,233.87,8286
25,12,0,-93.08,-7.475,455.77,234.2,8287
25,12,0,-93.61,-7.555,455.79,236.8,8289
25,12,0,-98.26,-7.673,455.82,242.99,8292
25,12,0,-99.54,-7.718,455.83,243.59,8293
25,12,0,-99.56,-7.767,455.84,242.36,8294
25,12,0,-98.78,-7.791,455.85,239.72,8295
25,12,0,-93.16,-7.949,455.89,236.51,8299
25,12,0,-93,-7.995,455.9,238.23,8300
25,12,0,-94.49,-8.026,455.91,240.41,8301
25,12,0,-95.81,-8.063,455.92,242.22,8302
25,12,0,-97.81,-8.099,455.93,243.93,8303
25,12,0,-99.32,-8.149,455.94,244.67,8304
25,12,0,-96.85,-8.32,455.98,238.7,8308
25,12,0,-94.81,-8.35,455.99,238.34,8309
25,12,0,-93.32,-8.388,456,238.87,8310
25,12,0,-93.39,-8.43,456.01,240.07,8311
25,12,0,-93.43,-8.476,456.02,241.63,8312
25,12,0,-94.96,-8.51,456.03,243.48,8313
25,12,-0,-97.13,-8.577,456.04,245.04,8314
25,12,-0,-98.45,-8.589,456.05,246.26,8315
25,12,0,-99.54,-8.643,456.06,246.38,8316
25,12,0,-99.67,-8.679,456.07,245.31,8317
25,12,0,-98.65,-8.718,456.08,242.96,8318
25,12,0,-92.94,-8.87,456.12,241.18,8322
25,12,0,-93.69,-8.914,456.13,241.96,8323
25,12,0,-93.88,-8.948,456.14,243.16,8324
25,12,0,-96.27,-9.23,456.21,241.59,8331
25,12,0,-94.47,-9.268,456.22,240.69,8332
25,12,0,-93.19,-9.308,456.23,240.39,8333
25,12,0,-93.31,-9.356,456.24,241.66,8334
25,12,0,-94.2,-9.396,456.25,243.19,8335
25,12,0,-94.66,-9.437,456.26,244.7,8336
25,12,0,-98.72,-9.646,456.31,244.86,8341
25,12,0,-97.53,-9.68,456.32,242.38,8342
25,12,0,-95.58,-9.706,456.33,241.03,8343
25,12,0,-94.03,-9.754,456.34,240.7,8344
25,12,0,-94.69,-9.87,456.37,244.87,8347
25,12,0,-96.15,-9.918,456.38,246.72,8348
25,12,0,-97.58,-9.939,456.39,248.53,8349
25,12,0,-99.45,-9.989,456.4,249.2,8350
25,12,0,-99.81,-10.036,456.41,248.7,8351
25,12,0,-95.34,-10.185,456.45,241.61,8355
25,12,0,-93.24,-10.276,456.47,242.74,8357
25,12,0,-94.41,-10.35,456.49,245.81,8359
25,12,0,-99.87,-10.509,456.53,247.63,8363
25,12,0,-98.34,-10.595,456.55,243.45,8365
25,12,0,-96.02,-10.639,456.56,241.96,8366
25,12,0,-94.65,-10.675,456.57,241.62,8367
25,12,0,-93.78,-10.709,456.58,242.6,8368
25,12,-0,-99.44,-10.906,456.63,249.36,8373
25,12,0,-100.19,-10.937,456.64,248.86,8374
25,12,0,-100.46,-10.976,456.65,247.15,8375
25,12,0,-99.49,-11.02,456.66,245.46,8376
25,12,-0,-97.32,-11.065,456.67,243.66,8377
25,12,0,-93.85,-11.188,456.7,242.73,8380
25,12,0,-94.15,-11.222,456.71,244.24,8381
